"ID","NONMOTOR","CAR1","CAR2","CAR3","VAN1","VAN2","VAN3","SUV1","SUV2","SUV3","PICKUP1","PICKUP2","PICKUP3","MOTOR","NCAR1","NCAR2","NCAR3","NVAN1","NVAN2","NVAN3","NSUV1","NSUV2","NSUV3","NPICKUP1","NPICKUP2","NPICKUP3"
115,439.096703080384,0,0,5369.78142177879,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,81.7873493798534,0,283.212650620147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,446.432682502927,0,0,0,0,4733.25490742189,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118,497.591007549528,13131.0978633637,0,0,0,0,0,3178.42997724648,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
119,370.991568423079,0,0,0,0,0,0,0,0,0,0,15049.3217218274,6590.32875068411,0,0,0,0,0,0,0,0,0,0,0,1,1
120,383.111721810726,0,0,6780.91771737612,0,0,0,0,0,0,2698.80106561424,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
121,561.447395100816,7129.02876021497,0,2443.32324960511,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
122,82.5421293810474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,254.119586430425,4891.33920495146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,508.331303669005,0,9431.63874445439,0,0,0,0,0,9649.19437484358,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
125,319.074851021369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,763.811300708628,27865.4048747349,0,0,0,10421.641179211,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
127,490.893776499793,0,13192.7856742171,7458.34895670244,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
128,436.6042464043,0,0,0,19570.6044034552,0,0,0,5490.14897153677,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
129,379.03418977409,4905.68853406617,4094.57916858648,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
130,555.237057111431,0,0,0,3009.31756281963,2442.38889131552,0,0,0,0,4138.37385543479,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
131,57.3115228317778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,191.572557913855,0,0,2439.47211137168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,911.661830034357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,375.719950162942,9046.153108852,0,0,0,0,0,0,4944.18083871556,0,0,2497.07297898117,0,0,1,0,0,0,0,0,0,1,0,0,1,0
135,338.396577457979,0,0,0,0,0,0,0,0,0,0,0,12017.7297535438,0,0,0,0,0,0,0,0,0,0,0,0,1
136,213.178163923403,0,0,0,0,0,0,0,3155.31329914991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
137,582.868870638367,0,0,0,0,0,0,13422.2910887338,0,0,0,4871.83190416391,0,0,0,0,0,0,0,0,1,0,0,0,1,0
138,1272.21449369926,6741.81709929517,0,0,0,0,0,14175.7387684043,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
139,465.303746961766,0,8221.63881203793,0,0,0,0,9442.35962016121,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
140,320.078353773386,3481.92418472324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
141,113.414459820576,0,0,1111.09587200669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142,1748.44096265955,0,0,54018.373750845,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143,238.472271096257,1437.76704123838,0,629.860581134506,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
144,286.186786704241,9602.89611138019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145,130.882652055325,3367.68078540871,0,0,0,0,0,0,0,0,0,604.881876862579,0,0,1,0,0,0,0,0,0,0,0,0,1,0
146,641.870119235766,8165.88257372362,0,0,0,0,0,3401.37396743733,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
147,1117.74731878122,0,0,0,0,54808.1456003192,0,0,0,1085.58322851032,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
148,451.987515893542,0,0,8076.58887428694,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
149,267.567307401627,2845.3288630741,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
150,255.284499291264,0,3993.04414587169,0,0,0,0,2820.69865047878,2608.46418232926,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
151,504.032722702625,14554.2730708682,0,0,0,2480.43195109103,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
152,234.308360802401,0,5058.2371705216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153,369.440797071123,0,3988.35513270797,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154,221.025637813991,2529.49964115384,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,331.646826288054,0,0,0,0,0,0,0,6335.20884819334,0,0,0,2514.9799864216,0,0,0,0,0,0,0,0,1,0,0,0,1
156,455.300411240141,8435.60485862747,0,0,0,0,0,0,1031.74994648457,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
157,822.819748553814,35089.683267319,0,0,0,0,0,0,0,0,13854.6676376404,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
158,282.369187433694,0,0,0,0,2348.26928194958,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
